year,state,district,candidatedem,dem_votes,candidategop,gop_votes,totalvotes,uncontested,dem_share,gop_share,dseat,vote_margin,competition,delegation_size,def_inc,open,vap,turnout,rd_auth
2024,Colorado,5,River Gassen,147972,Jeff Crank,197924,345896,0,0.427793325,0.572206675,0,0.14441335,0.85558665,8,0,1,568598,0.608331369,2
2024,Colorado,6,Jason Crow,202686,John E. Fabbricatore,132174,334860,0,0.605285791,0.394714209,1,0.210571582,0.789428418,8,0,0,564329,0.593377268,2
2024,Colorado,7,Brittany Pettersen,235688,Sergei Matveyuk,175273,410961,0,0.573504542,0.426495458,1,0.147009084,0.852990916,8,0,0,599945,0.684997791,2
2024,Colorado,8,Yadira Caraveo,160871,Gabe Evans,163320,324191,0,0.496222906,0.503777094,0,0.007554189,0.992445811,8,1,0,561618,0.577244675,2
2024,Connecticut,1,John B. Larson,208649,Jim Griffin,115065,323714,0,0.644547347,0.355452653,1,0.289094695,0.710905305,5,0,0,575421,0.562568971,4
2024,Connecticut,2,Joe Courtney,218162,Mike France,157878,376040,0,0.580156366,0.419843634,1,0.160312733,0.839687267,5,0,0,595935,0.631008415,4
2024,Connecticut,3,Rosa L. DeLauro,193684,Michael Massey,135113,328797,0,0.589068635,0.410931365,1,0.17813727,0.82186273,5,0,0,588910,0.558314513,4
2024,Connecticut,4,James A. Himes,200791,Michael Goldstein,122793,323584,0,0.620522028,0.379477972,1,0.241044057,0.758955943,5,0,0,563057,0.574691372,4
2024,Connecticut,5,Jahana Hayes,180268,George Logan,157258,337526,0,0.534086263,0.465913737,1,0.068172526,0.931827474,5,0,0,571229,0.590876864,4
2024,Delaware,0,Sarah McBride,287830,John J. Whalen III,209606,497436,0,0.5786272,0.4213728,1,0.157254401,0.842745599,1,0,1,819965,0.606655162,0
2024,Florida,1,Gay Valimont,140980,Matt Gaetz,274108,415088,0,0.339638824,0.660361176,0,0.320722353,0.679277647,28,0,0,630748,0.658088492,6
2024,Florida,2,Yen Bailey,154323,Neal P. Dunn,247957,402280,0,0.383620861,0.616379139,0,0.232758278,0.767241722,28,0,0,643286,0.62535171,6
2024,Florida,3,Tom Wells,150283,Kat Cammack,241174,391457,0,0.383906789,0.616093211,0,0.232186421,0.767813579,28,0,0,657384,0.595476921,6
2024,Florida,4,LaShonda “L. J.” Holloway,165912,Aaron Bean,222364,388276,0,0.427304289,0.572695711,0,0.145391423,0.854608577,28,0,0,627776,0.618494495,6
2024,Florida,5,Jay McGovern,156570,John H. Rutherford,267471,424041,0,0.369233164,0.630766836,0,0.261533672,0.738466328,28,0,0,655180,0.64721298,6
2024,Florida,6,James David Stockton III,143050,Michael Waltz,284414,427464,0,0.334648064,0.665351936,0,0.330703872,0.669296128,28,0,0,675737,0.632589306,6
2024,Florida,7,Jennifer Adams,179917,Cory Mills,233937,413854,0,0.434735438,0.565264562,0,0.130529124,0.869470876,28,0,0,643811,0.642819088,6
2024,Florida,8,Sandy Kennedy,170096,Mike Haridopolos,280352,450448,0,0.377615174,0.622384826,0,0.244769652,0.755230348,28,0,1,674833,0.667495514,6
2024,Florida,9,Darren Soto,178785,Thomas Chalifoux,138076,316861,0,0.564237947,0.435762053,1,0.128475893,0.871524107,28,0,0,654547,0.484092051,6
2024,Florida,10,Maxwell Frost,181455,Willie J. Montague,109460,290915,0,0.623738893,0.376261107,1,0.247477786,0.752522214,28,0,0,627403,0.463681238,6
2024,Florida,11,Barbie Harden Hall,176726,Daniel Webster,269277,446003,0,0.396243971,0.603756029,0,0.207512057,0.792487943,28,0,0,683309,0.65271056,6
2024,Florida,12,"Rock Aboujaoude, Jr",124949,Gus M. Bilirakis,306487,431436,0,0.289611901,0.710388099,0,0.420776199,0.579223801,28,0,0,690714,0.624623216,6
2024,Florida,13,Whitney Fox,185930,Anna Paulina Luna,225636,411566,0,0.451762293,0.548237707,0,0.096475413,0.903524587,28,0,0,655800,0.62757853,6
2024,Florida,14,Kathy Castor,199423,Robert “Rocky” Rochford,145643,345066,0,0.577927121,0.422072879,1,0.155854242,0.844145758,28,0,0,640499,0.538745572,6
2024,Florida,15,Patricia “Pat” Kemp,152361,Laurel M. Lee,195334,347695,0,0.438203023,0.561796977,0,0.123593954,0.876406046,28,0,0,634923,0.547617585,6
2024,Florida,16,Jan Schneider,168625,Vern Buchanan,247516,416141,0,0.405211214,0.594788786,0,0.189577571,0.810422429,28,0,0,678054,0.613728405,6
2024,Florida,17,Manny Lopez,164566,W. Gregory Steube,291347,455913,0,0.360959218,0.639040782,0,0.278081564,0.721918436,28,0,0,722924,0.630651355,6
2024,Florida,18,Andrea Doria Kale,119637,Scott Franklin,225170,344807,0,0.346968014,0.653031986,0,0.306063972,0.693936028,28,0,0,674742,0.511020509,6
2024,Florida,19,Kari L. Lerner,140038,Byron Donalds,275708,415746,0,0.336835472,0.663164528,0,0.326329057,0.673670943,28,0,0,692217,0.600600679,6
2024,Florida,20,Sheila Cherfilus-McCormick,0.75,,0.25,1,1,0.75,0.25,1,0.5,0.5,28,0,0,629513,1.58853E-06,6
2024,Florida,21,Thomas Witkop,171312,Brian J. Mast,277435,448747,0,0.381756313,0.618243687,0,0.236487375,0.763512625,28,0,0,672816,0.666968384,6
2024,Florida,22,Lois Frankel,201608,Dan Franzese,165248,366856,0,0.549556229,0.450443771,1,0.099112458,0.900887542,28,0,0,631401,0.581019035,6
2024,Florida,23,Jared Moskowitz,196311,Joseph “Joe” Kaufman,178006,374317,0,0.5244512,0.4755488,1,0.048902401,0.951097599,28,0,0,633024,0.591315653,6
2024,Florida,24,Frederica S. Wilson,194874,Jesus Gabriel Navarro,90692,285566,0,0.682413172,0.317586828,1,0.364826345,0.635173655,28,0,0,596027,0.479115879,6
2024,Florida,25,Debbie Wasserman Schultz,186942,Chris Eddy,156208,343150,0,0.544782165,0.455217835,1,0.08956433,0.91043567,28,0,0,619982,0.553483811,6
2024,Florida,26,Joey Atkins,89072,Mario Diaz-Balart,217199,306271,0,0.290827404,0.709172596,0,0.418345191,0.581654809,28,0,0,661870,0.462735885,6
2024,Florida,27,Lucia Baez-Geller,130708,Maria Elvira Salazar,199159,329867,0,0.396244547,0.603755453,0,0.207510906,0.792489094,28,0,0,613821,0.53739934,6
2024,Florida,28,Phil Ehr,115280,Carlos A. Gimenez,210057,325337,0,0.354340269,0.645659731,0,0.291319463,0.708680537,28,0,0,609369,0.533891616,6
2024,Georgia,1,Patti Hewitt,135281,Earl L. “Buddy” Carter,220576,355857,0,0.380155512,0.619844488,0,0.239688976,0.760311024,14,0,0,615920,0.577764969,6
2024,Georgia,2,"Sanford D. Bishop, Jr.",176028,A. Wayne Johnson,136473,312501,0,0.563287797,0.436712203,1,0.126575595,0.873424405,14,0,0,580413,0.538411442,6
2024,Georgia,3,Maura Keller,138749,Brian Jack,273036,411785,0,0.336945251,0.663054749,0,0.326109499,0.673890501,14,0,1,612724,0.67205626,6
2024,Georgia,4,"Henry C. “Hank” Johnson, Jr.",229290,Eugene Yu,74071,303361,0,0.75583216,0.24416784,1,0.511664321,0.488335679,14,0,0,588477,0.51550188,6
2024,Georgia,5,Nikema Williams,294470,John “Bongo” Salvesen,49221,343691,0,0.856787056,0.143212944,1,0.713574112,0.286425888,14,0,0,609110,0.56425112,6
2024,Georgia,6,Lucy McBath,277027,Jeff Criswell,93909,370936,0,0.746832338,0.253167662,1,0.493664675,0.506335325,14,0,0,605475,0.61263636,6
2024,Georgia,7,Bob Christian,149535,Richard McCormick,275907,425442,0,0.351481518,0.648518482,0,0.297036964,0.702963036,14,0,0,621504,0.684536222,6
2024,Georgia,8,Darrius Butler,104434,Austin Scott,231547,335981,0,0.310833053,0.689166947,0,0.378333894,0.621666106,14,0,0,593590,0.566015263,6
2024,Georgia,9,Tambrei Cash,121754,Andrew S. Clyde,271062,392816,0,0.309951733,0.690048267,0,0.380096534,0.619903466,14,0,0,620517,0.633046315,6
2024,Georgia,10,Alexandra “Lexy” Doherty,150274,Mike Collins,256442,406716,0,0.369481407,0.630518593,0,0.261037186,0.738962814,14,0,0,638060,0.637425947,6
2024,Georgia,11,Katy “Kate” L. Stamper,131064,Barry Loudermilk,269849,400913,0,0.326913819,0.673086181,0,0.346172362,0.653827638,14,0,0,612065,0.655017033,6
2024,Georgia,12,Elizabeth “Liz” Johnson,135417,Rick W. Allen,205849,341266,0,0.396807769,0.603192231,0,0.206384463,0.793615537,14,0,0,601406,0.567446949,6
2024,Georgia,13,David Scott,256902,Jonathan Chavez,100730,357632,0,0.718341759,0.281658241,1,0.436683518,0.563316482,14,0,0,588800,0.607391304,6
2024,Georgia,14,Shawn Harris,134759,Marjorie Taylor Greene,243446,378205,0,0.356312053,0.643687947,0,0.287375894,0.712624106,14,0,0,606818,0.623259363,6
2024,Hawaii,1,Ed Case,164237,Patrick C. Largey,64373,228610,0,0.718415642,0.281584358,1,0.436831285,0.563168715,2,0,0,580699,0.393680719,3
2024,Hawaii,2,Jill N. Tokuda,166251,Steve Bond,75471,241722,0,0.687777695,0.312222305,1,0.37555539,0.62444461,2,0,0,560552,0.431221368,3
2024,Idaho,1,Kaylee Peterson,118656,Russ Fulcher,331049,449705,0,0.26385297,0.73614703,0,0.472294059,0.527705941,2,0,0,769818,0.584170544,3
2024,Idaho,2,David Roth,126229,Michael K. Simpson,250119,376348,0,0.335404998,0.664595002,0,0.329190005,0.670809995,2,0,0,728517,0.516594671,3
2024,Illinois,1,Jonathan L. Jackson,208398,Marcus Lewis,108064,316462,0,0.658524562,0.341475438,1,0.317049124,0.682950876,17,0,0,576163,0.549257762,5
2024,Illinois,2,Robin L. Kelly,195777,Ashley Ramos,94004,289781,0,0.6756033,0.3243967,1,0.351206601,0.648793399,17,0,0,547683,0.529103514,5
2024,Illinois,3,Delia C. Ramirez,174825,John Booras,84987,259812,0,0.672890398,0.327109602,1,0.345780795,0.654219205,17,0,0,567184,0.45807357,5
2024,Illinois,4,Jesús G. “Chuy” García,139343,Lupe Castillo,56323,195666,0,0.71214723,0.28785277,1,0.424294461,0.575705539,17,0,0,547680,0.357263365,5
2024,Illinois,5,Mike Quigley,251025,Tommy Hanson,112931,363956,0,0.689712493,0.310287507,1,0.379424985,0.620575015,17,0,0,609509,0.597129821,5
2024,Illinois,6,Sean Casten,196647,Niki Conforti,166116,362763,0,0.542081194,0.457918806,1,0.084162387,0.915837613,17,0,0,574540,0.631397292,5
2024,Illinois,7,Danny K. Davis,222408,Chad Koppie,44598,267006,0,0.832970046,0.167029954,1,0.665940091,0.334059909,17,0,0,604815,0.441467226,5
2024,Illinois,8,Raja Krishnamoorthi,172920,Mark Rice,130153,303073,0,0.570555609,0.429444391,1,0.141111217,0.858888783,17,0,0,571310,0.530487826,5
2024,Illinois,9,Janice D. Schakowsky,231722,Seth Alan Cohen,107106,338828,0,0.683892713,0.316107287,1,0.367785425,0.632214575,17,0,0,598691,0.565948043,5
2024,Illinois,10,Bradley Scott Schneider,196358,Jim Carris,131025,327383,0,0.599780685,0.400219315,1,0.19956137,0.80043863,17,0,0,571999,0.572348903,5
2024,Illinois,11,Bill Foster,199825,Jerry Evans,159630,359455,0,0.555911032,0.444088968,1,0.111822064,0.888177936,17,0,0,584408,0.615075427,5
2024,Illinois,12,Brian Roberts,94875,Mike Bost,272754,367629,0,0.258072677,0.741927323,0,0.483854647,0.516145353,17,0,0,588972,0.624187567,5
2024,Illinois,13,Nikki Budzinski,191339,Joshua Loyd,137917,329256,0,0.581125325,0.418874675,1,0.16225065,0.83774935,17,0,0,582933,0.564826489,5
2024,Illinois,14,Lauren Underwood,183446,James T. “Jim” Marter,149464,332910,0,0.551037818,0.448962182,1,0.102075636,0.897924364,17,0,0,579945,0.574037193,5
2024,Illinois,15,,0.25,Mary E. Miller,0.75,1,1,0.25,0.75,0,0.5,0.5,17,0,0,584241,1.71162E-06,5
2024,Illinois,16,,0.25,Darin LaHood,0.75,1,1,0.25,0.75,0,0.5,0.5,17,0,0,583833,1.71282E-06,5
2024,Illinois,17,Eric Sorensen,170261,Joe McGraw,142567,312828,0,0.544263941,0.455736059,1,0.088527881,0.911472119,17,0,0,574156,0.544848438,5
2024,Indiana,1,Frank J. Mrvan,172467,Randy Niemeyer,145056,317523,0,0.543163802,0.456836198,1,0.086327605,0.913672395,9,0,0,587889,0.540107061,6
2024,Indiana,2,Lori A. Camp,101962,Rudy Yakym III,184848,286810,0,0.355503644,0.644496356,0,0.288992713,0.711007287,9,0,0,570340,0.502875478,6
2024,Indiana,3,Kiley M. Adolph,97871,Marlin A. Stutzman,202653,300524,0,0.325667834,0.674332166,0,0.348664333,0.651335667,9,0,1,574175,0.523401402,6
2024,Indiana,4,Derrick Holder,100091,James R. Baird,209794,309885,0,0.322994014,0.677005986,0,0.354011972,0.645988028,9,0,0,601057,0.515566743,6
2024,Indiana,5,Deborah A. Pickett,136554,Victoria Spartz,203293,339847,0,0.401810226,0.598189774,0,0.196379547,0.803620453,9,0,0,603458,0.563165954,6
2024,Indiana,6,Cynthia “Cinde” Wirth,99841,Jefferson Shreve,201357,301198,0,0.331479625,0.668520375,0,0.337040751,0.662959249,9,0,1,574642,0.524148948,6
2024,Indiana,7,André Carson,185987,John P. Schmitz,78792,264779,0,0.702423531,0.297576469,1,0.404847061,0.595152939,9,0,0,573174,0.461952217,6
2024,Indiana,8,Erik Hurt,95311,Mark Messmer,219941,315252,0,0.302332737,0.697667263,0,0.395334526,0.604665474,9,0,1,593320,0.531335536,6
2024,Indiana,9,Timothy “Tim” Peck,113400,Erin Houchin,222884,336284,0,0.337214973,0.662785027,0,0.325570054,0.674429946,9,0,0,603238,0.557464881,6
2024,Iowa,1,Christina Bohannan,206156,Mariannette Miller-Meeks,206955,413111,0,0.499032948,0.500967052,0,0.001934105,0.998065895,4,0,0,625061,0.660913095,6
2024,Iowa,2,Sarah Corkery,169740,Ashley Hinson,233340,403080,0,0.421107472,0.578892528,0,0.157785055,0.842214945,4,0,0,616884,0.653412959,6
2024,Iowa,3,Lanon Baccam,197962,Zachary Nunn,213746,411708,0,0.480831074,0.519168926,0,0.038337851,0.961662149,4,0,0,623178,0.660658752,6
2024,Iowa,4,Ryan Melton,122175,Randy Feenstra,250522,372697,0,0.32781321,0.67218679,0,0.34437358,0.65562642,4,0,0,616334,0.604699725,6
2024,Kansas,1,Paul Buskirk,93965,Tracey Mann,210493,304458,0,0.308630419,0.691369581,0,0.382739163,0.617260837,4,0,0,567557,0.536435988,7
2024,Kansas,2,Nancy Boyda,115685,Derek Schmidt,172847,288532,0,0.400943396,0.599056604,0,0.198113208,0.801886792,4,0,1,554888,0.519982411,7
2024,Kansas,3,Sharice Davids,209871,Prasanth Reddy,167570,377441,0,0.556036573,0.443963427,1,0.112073145,0.887926855,4,0,0,572421,0.659376578,7
2024,Kansas,4,Esau Freeman,106632,Ron Estes,198465,305097,0,0.349501962,0.650498038,0,0.300996077,0.699003923,4,0,0,558917,0.545871748,7
2024,Kentucky,1,Erin Marshall,85524,James Comer,252729,338253,0,0.25284033,0.74715967,0,0.494319341,0.505680659,6,0,0,584714,0.578493075,7
2024,Kentucky,2,Hank Linderman,93029,Brett Guthrie,252826,345855,0,0.268982666,0.731017334,0,0.462034668,0.537965332,6,0,0,598897,0.577486613,7
2024,Kentucky,3,Morgan McGarvey,203100,Mike Craven,124713,327813,0,0.619560542,0.380439458,1,0.239121084,0.760878916,6,0,0,571276,0.573825962,7
2024,Kentucky,4,,0.25,Thomas Massie,0.75,1,1,0.25,0.75,0,0.5,0.5,6,0,0,588804,1.69836E-06,7
2024,Kentucky,5,,0.25,Harold Rogers,0.75,1,1,0.25,0.75,0,0.5,0.5,6,0,0,576302,1.7352E-06,7
